i,x,y,theta
456,7.28934338242125,2.5000012681286,4.15320248257625E-07
457,7.29258613320283,2.50000126190338,3.04887883939487E-07
458,7.29582899223509,2.50000125487287,2.39837019080573E-07
459,7.29907171511228,2.50000124790911,1.94556922566901E-07
460,7.30231457963449,2.50000124038902,1.75982667806771E-07
461,7.30555731821432,2.50000123310036,1.63681362197986E-07
462,7.30880019837649,2.50000122539518,1.68432802787202E-07
463,7.31204294908774,2.5000012180171,1.72590326659345E-07
464,7.31528583741223,2.50000121029513,1.88931655433199E-07
465,7.31852859303793,2.50000120294917,2.0125799065166E-07
466,7.32177148400491,2.50000119529575,2.2335137619329E-07
467,7.32501424083713,2.50000118804159,2.39746192919389E-07
468,7.32825713220712,2.50000118049752,2.64714219000545E-07
469,7.33149988904006,2.50000117336311,2.8316053297836E-07
470,7.33474278025811,2.50000116594678,3.09588212642677E-07
471,7.33798553691465,2.50000115894445,3.29094714964318E-07
472,7.34122842799557,2.50000115166352,3.56286482843198E-07
473,7.34447118457463,2.50000114479816,3.76366743137835E-07
474,7.34771407563947,2.50000113765527,4.03982039740429E-07
475,7.35095683225569,2.50000113092825,4.24399418553103E-07
476,7.35371844837067,2.50000112498563,1.9087000896957E-07
477,7.35647990233108,2.50000111861437,3.09429754447907E-08
478,7.35924114014447,2.50000111214825,-8.31238411149048E-08
479,7.36200248617698,2.50000110498961,-1.51800799358719E-07
480,7.36476369602743,2.50000109788566,-2.00724323754032E-07
